interesting,length,GCcontent,pis,num_gaps,max_gap_length,mean_gap_length,seg_sites_with_gaps,sd_gap_length,number_sites_1_or_more_subst,freq_sites_w_1_obs_bases,freq_sites_w_2_obs_bases,freq_sites_w_3_obs_bases,freq_sites_w_4_obs_bases
0,1646,0.40948871811067833,2.73,649,437,59,603,126.59857819106816,173,1043,165,7,1
0,1643,0.3996735051553677,8.89,1247,718,113.36363636363636,1237,213.93002254348158,384,406,347,34,3
0,1631,0.43534909368549046,6.19,276,99,39.42857142857143,342,31.106575633120524,235,1289,210,24,1
1,1215,0.4041790647488854,5.27,457,169,57.125,440,66.45608109334852,172,775,161,11,0
0,1680,0.4005587819377514,6.13,399,131,33.25,415,38.21975928757271,243,1265,221,21,1
0,1079,0.3784963429522153,10.47,1187,450,98.91666666666667,613,161.286565034432,240,466,219,20,1
1,1703,0.43618896527410544,9.34,470,99,18.076923076923077,608,24.056472022178276,488,1095,450,36,2
0,1703,0.39034191433626375,9.92,1978,481,94.19047619047619,1076,184.11399160509748,360,627,304,47,9
0,880,0.4215243101182654,10.8,296,93,14.095238095238095,362,21.549721023495323,241,518,222,17,2
0,1642,0.3962171249305394,6.76,409,145,40.9,533,45.412798000367935,327,1109,299,27,1
0,1601,0.3903085999217266,10.68,926,622,51.44444444444444,954,144.01234514983622,434,647,377,56,1
0,1539,0.42572015377323713,5.85,805,349,53.666666666666664,623,88.64992681220625,272,916,243,29,0
1,1775,0.5150054850336938,7.38,1126,852,51.18181818181818,1072,180.22806619435232,326,703,288,36,2
0,1348,0.4102950494032228,11.57,346,88,18.210526315789473,468,25.457107602502294,363,880,327,34,2
1,1517,0.3985113828671195,7.65,1220,764,110.9090909090909,1053,221.59217249057085,320,464,292,28,0
0,1507,0.5280789312039311,9.75,524,133,37.42857142857143,520,43.15038868835418,362,987,331,30,1
0,1276,0.3948221818740233,7.37,267,70,20.53846153846154,344,23.72978221776517,252,932,231,19,2
0,1654,0.37153125634900064,4.53,988,787,109.77777777777777,981,255.5532125496458,218,673,207,10,1
0,1509,0.3926591897739349,6.23,290,103,18.125,323,29.31410354533576,239,1186,218,21,0
0,1504,0.3870768798401199,7.85,2372,641,103.1304347826087,906,210.22635081519894,316,598,278,36,2
0,1659,0.5107572515871067,8.38,1458,662,112.15384615384616,984,228.1672800651042,372,675,327,41,4
0,1313,0.497416032046485,14.39,524,216,29.11111111111111,687,56.54866606726394,430,626,364,61,5
0,1691,0.5067036207743979,6.09,553,218,69.125,494,64.26160262107203,240,1197,226,13,1
0,1540,0.38322985553050787,7.21,171,64,12.214285714285714,361,16.282026765866576,295,1179,270,24,1
0,1919,0.45012554073267386,6.46,1314,710,87.6,946,201.58011523248732,295,973,266,29,0
0,1666,0.45759368836291914,8.4,218,112,21.8,514,33.34932949517543,402,1152,373,29,0
